分類コード,金額,地域コード,年,月
9.4.2,692,14100,2025,5
9.4.3,6609,14100,2025,5
9.4.4,11006,14100,2025,5
10.1.1,2818,14100,2025,5
10.1.2,4959,14100,2025,5
10.1.3,2128,14100,2025,5
10.1.4,632,14100,2025,5
10.1.5,17581,14100,2025,5
10.3.1,5163,14100,2025,5
10.3.2,132,14100,2025,5
10.3.3,171,14100,2025,5
10.3.4,1493,14100,2025,5
10.3.5,565,14100,2025,5
10.3.6,892,14100,2025,5
10.3.7,2767,14100,2025,5
1.1.1,2391,15100,2025,5
1.1.2,3212,15100,2025,5
1.1.3,2118,15100,2025,5
1.1.4,495,15100,2025,5
1.2.1,2691,15100,2025,5
1.2.2,915,15100,2025,5
1.2.3,630,15100,2025,5
1.2.4,981,15100,2025,5
1.3.1,6615,15100,2025,5
1.3.2,1981,15100,2025,5
1.4.1,1109,15100,2025,5
1.4.2,2169,15100,2025,5
1.4.3,1210,15100,2025,5
1.5.1,7177,15100,2025,5
1.5.2,771,15100,2025,5
1.5.3,1082,15100,2025,5
1.5.4,1203,15100,2025,5
1.6.1,2381,15100,2025,5
1.6.2,388,15100,2025,5
1.7.1,544,15100,2025,5
1.7.2,4138,15100,2025,5
1.9.1,6435,15100,2025,5
1.9.2,8802,15100,2025,5
1.10.1,1031,15100,2025,5
1.10.2,1336,15100,2025,5
1.10.3,4191,15100,2025,5
1.12.1,16111,15100,2025,5
1.12.2,4203,15100,2025,5
2.2.1,164,15100,2025,5
2.2.2,672,15100,2025,5
4.1.1,1237,15100,2025,5
4.1.2,215,15100,2025,5
4.1.3,151,15100,2025,5
5.2.1,408,15100,2025,5
5.2.2,2776,15100,2025,5
5.2.3,1183,15100,2025,5
5.3.1,906,15100,2025,5
5.3.2,2020,15100,2025,5
5.3.3,640,15100,2025,5
5.4.1,143,15100,2025,5
5.4.2,1019,15100,2025,5
5.4.3,99,15100,2025,5
7.2.1,0,15100,2025,5
7.2.2,1525,15100,2025,5
7.2.3,17993,15100,2025,5
9.4.1,4175,15100,2025,5
9.4.2,330,15100,2025,5
9.4.3,4216,15100,2025,5
9.4.4,9996,15100,2025,5
10.1.1,4340,15100,2025,5
10.1.2,6602,15100,2025,5
10.1.3,2775,15100,2025,5
10.1.4,2420,15100,2025,5
10.1.5,14351,15100,2025,5
10.3.1,2474,15100,2025,5
10.3.2,362,15100,2025,5
10.3.3,83,15100,2025,5
10.3.4,1003,15100,2025,5
10.3.5,459,15100,2025,5
10.3.6,2054,15100,2025,5
10.3.7,2550,15100,2025,5
1.1.1,2917,16201,2025,5
1.1.2,2989,16201,2025,5
1.1.3,1847,16201,2025,5
1.1.4,633,16201,2025,5
1.2.1,3520,16201,2025,5
1.2.2,1105,16201,2025,5
1.2.3,842,16201,2025,5
1.2.4,989,16201,2025,5
1.3.1,7692,16201,2025,5
1.3.2,1535,16201,2025,5
1.4.1,1277,16201,2025,5
1.4.2,2139,16201,2025,5
1.4.3,1072,16201,2025,5
1.5.1,7657,16201,2025,5
1.5.2,753,16201,2025,5
1.5.3,1498,16201,2025,5
1.5.4,1112,16201,2025,5
1.6.1,2625,16201,2025,5
1.6.2,479,16201,2025,5
1.7.1,306,16201,2025,5
1.7.2,3216,16201,2025,5
1.9.1,5280,16201,2025,5
1.9.2,8469,16201,2025,5
1.10.1,891,16201,2025,5
1.10.2,1315,16201,2025,5
1.10.3,3325,16201,2025,5
1.12.1,12154,16201,2025,5
1.12.2,1132,16201,2025,5
2.2.1,183,16201,2025,5
2.2.2,12623,16201,2025,5
4.1.1,495,16201,2025,5
4.1.2,0,16201,2025,5
4.1.3,416,16201,2025,5
5.2.1,431,16201,2025,5
5.2.2,1522,16201,2025,5
5.2.3,291,16201,2025,5
5.3.1,825,16201,2025,5
5.3.2,1488,16201,2025,5
5.3.3,276,16201,2025,5
5.4.1,203,16201,2025,5
5.4.2,379,16201,2025,5
5.4.3,410,16201,2025,5
7.2.1,0,16201,2025,5
7.2.2,653,16201,2025,5
7.2.3,34660,16201,2025,5
9.4.1,807,16201,2025,5
9.4.2,12255,16201,2025,5
9.4.3,2940,16201,2025,5
9.4.4,10874,16201,2025,5
10.1.1,4804,16201,2025,5
10.1.2,6502,16201,2025,5
10.1.3,1313,16201,2025,5
10.1.4,684,16201,2025,5
10.1.5,14032,16201,2025,5
10.3.1,4704,16201,2025,5
10.3.2,490,16201,2025,5
10.3.3,919,16201,2025,5
10.3.4,2932,16201,2025,5
10.3.5,636,16201,2025,5
10.3.6,6563,16201,2025,5
10.3.7,3189,16201,2025,5
1.1.1,2457,17201,2025,5
1.1.2,3050,17201,2025,5
1.1.3,1693,17201,2025,5
1.1.4,446,17201,2025,5
1.2.1,3236,17201,2025,5
1.2.2,967,17201,2025,5
1.2.3,709,17201,2025,5
1.2.4,1067,17201,2025,5
1.3.1,6376,17201,2025,5
1.3.2,1456,17201,2025,5
1.4.1,961,17201,2025,5
1.4.2,1720,17201,2025,5
1.4.3,1007,17201,2025,5
1.5.1,6606,17201,2025,5
1.5.2,866,17201,2025,5
1.5.3,1222,17201,2025,5
1.5.4,1004,17201,2025,5
1.6.1,2510,17201,2025,5
1.6.2,243,17201,2025,5
1.7.1,544,17201,2025,5
1.7.2,3757,17201,2025,5
1.9.1,4572,17201,2025,5
1.9.2,6135,17201,2025,5
1.10.1,663,17201,2025,5
1.10.2,1226,17201,2025,5
1.10.3,2805,17201,2025,5
1.12.1,14805,17201,2025,5
1.12.2,388,17201,2025,5
2.2.1,56,17201,2025,5
2.2.2,2383,17201,2025,5
4.1.1,307,17201,2025,5
4.1.2,2300,17201,2025,5
4.1.3,0,17201,2025,5
5.2.1,4195,17201,2025,5
5.2.2,3271,17201,2025,5
5.2.3,542,17201,2025,5
5.3.1,888,17201,2025,5
5.3.2,1212,17201,2025,5
5.3.3,862,17201,2025,5
5.4.1,425,17201,2025,5
5.4.2,1358,17201,2025,5
5.4.3,668,17201,2025,5
7.2.1,0,17201,2025,5
7.2.2,626,17201,2025,5
7.2.3,21727,17201,2025,5
9.4.1,4047,17201,2025,5
9.4.2,484,17201,2025,5
9.4.3,3188,17201,2025,5
9.4.4,6111,17201,2025,5
10.1.1,2821,17201,2025,5
10.1.2,4840,17201,2025,5
10.1.3,4387,17201,2025,5
10.1.4,565,17201,2025,5
10.1.5,16347,17201,2025,5
10.3.1,1290,17201,2025,5
10.3.2,0,17201,2025,5
10.3.3,35,17201,2025,5
10.3.4,508,17201,2025,5
10.3.5,6,17201,2025,5
10.3.6,1562,17201,2025,5
10.3.7,1697,17201,2025,5
1.1.1,2868,18201,2025,5
1.1.2,3594,18201,2025,5
1.1.3,1899,18201,2025,5
1.1.4,715,18201,2025,5
1.2.1,2597,18201,2025,5
1.2.2,642,18201,2025,5
1.2.3,607,18201,2025,5
1.2.4,594,18201,2025,5
1.3.1,7687,18201,2025,5
1.3.2,1759,18201,2025,5
1.4.1,1223,18201,2025,5
1.4.2,1755,18201,2025,5
1.4.3,1088,18201,2025,5
1.5.1,6269,18201,2025,5
1.5.2,597,18201,2025,5
1.5.3,1262,18201,2025,5
1.5.4,1089,18201,2025,5
1.6.1,1853,18201,2025,5
1.6.2,305,18201,2025,5
1.7.1,602,18201,2025,5
1.7.2,3253,18201,2025,5
1.9.1,5642,18201,2025,5
1.9.2,9270,18201,2025,5
1.10.1,840,18201,2025,5
1.10.2,1299,18201,2025,5
1.10.3,2909,18201,2025,5
1.12.1,16237,18201,2025,5
1.12.2,826,18201,2025,5
2.2.1,331,18201,2025,5
2.2.2,9555,18201,2025,5
4.1.1,1342,18201,2025,5
4.1.2,48,18201,2025,5
4.1.3,112,18201,2025,5
5.2.1,1659,18201,2025,5
5.2.2,1821,18201,2025,5
5.2.3,384,18201,2025,5
5.3.1,826,18201,2025,5
5.3.2,1351,18201,2025,5
5.3.3,193,18201,2025,5
5.4.1,897,18201,2025,5
5.4.2,797,18201,2025,5
5.4.3,0,18201,2025,5
7.2.1,28096,18201,2025,5
7.2.2,0,18201,2025,5
7.2.3,24121,18201,2025,5
9.4.1,3295,18201,2025,5
9.4.2,0,18201,2025,5
9.4.3,1690,18201,2025,5
9.4.4,10132,18201,2025,5
10.1.1,4074,18201,2025,5
10.1.2,4674,18201,2025,5
10.1.3,1546,18201,2025,5
10.1.4,207,18201,2025,5
10.1.5,18830,18201,2025,5
10.3.1,2376,18201,2025,5
10.3.2,164,18201,2025,5
10.3.3,480,18201,2025,5
10.3.4,5152,18201,2025,5
10.3.5,117,18201,2025,5
10.3.6,1663,18201,2025,5
10.3.7,2817,18201,2025,5
1.1.1,3111,19201,2025,5
1.1.2,2463,19201,2025,5
1.1.3,1696,19201,2025,5
1.1.4,528,19201,2025,5
1.2.1,2394,19201,2025,5
1.2.2,1313,19201,2025,5
1.2.3,436,19201,2025,5
1.2.4,635,19201,2025,5
1.3.1,5496,19201,2025,5
1.3.2,1532,19201,2025,5
1.4.1,947,19201,2025,5
1.4.2,2376,19201,2025,5
1.4.3,1015,19201,2025,5
1.5.1,5570,19201,2025,5
1.5.2,600,19201,2025,5
1.5.3,835,19201,2025,5
1.5.4,881,19201,2025,5
1.6.1,2216,19201,2025,5
1.6.2,486,19201,2025,5
1.7.1,411,19201,2025,5
1.7.2,3130,19201,2025,5
1.9.1,4623,19201,2025,5
1.9.2,6623,19201,2025,5
1.10.1,1223,19201,2025,5
1.10.2,1129,19201,2025,5
1.10.3,3265,19201,2025,5
1.12.1,15095,19201,2025,5
1.12.2,142,19201,2025,5
2.2.1,174,19201,2025,5
2.2.2,1531,19201,2025,5
4.1.1,2800,19201,2025,5
4.1.2,78,19201,2025,5
4.1.3,0,19201,2025,5
5.2.1,2401,19201,2025,5
5.2.2,2931,19201,2025,5
5.2.3,412,19201,2025,5
5.3.1,1534,19201,2025,5
5.3.2,803,19201,2025,5
5.3.3,247,19201,2025,5
5.4.1,305,19201,2025,5
5.4.2,1011,19201,2025,5
5.4.3,305,19201,2025,5
7.2.1,0,19201,2025,5
7.2.2,0,19201,2025,5
7.2.3,23604,19201,2025,5
9.4.1,3830,19201,2025,5
9.4.2,0,19201,2025,5
9.4.3,4702,19201,2025,5
9.4.4,11706,19201,2025,5
10.1.1,3002,19201,2025,5
10.1.2,4823,19201,2025,5
10.1.3,1055,19201,2025,5
10.1.4,1447,19201,2025,5
10.1.5,10882,19201,2025,5
10.3.1,2322,19201,2025,5
10.3.2,87,19201,2025,5
10.3.3,97,19201,2025,5
10.3.4,39,19201,2025,5
10.3.5,30,19201,2025,5
10.3.6,1849,19201,2025,5
10.3.7,3137,19201,2025,5
1.1.1,2874,20201,2025,5
1.1.2,2513,20201,2025,5
1.1.3,2212,20201,2025,5
1.1.4,502,20201,2025,5
1.2.1,3376,20201,2025,5
1.2.2,1589,20201,2025,5
1.2.3,593,20201,2025,5
1.2.4,1123,20201,2025,5
1.3.1,6585,20201,2025,5
1.3.2,1652,20201,2025,5
1.4.1,1274,20201,2025,5
1.4.2,1812,20201,2025,5
1.4.3,1111,20201,2025,5
1.5.1,6826,20201,2025,5
1.5.2,794,20201,2025,5
1.5.3,1159,20201,2025,5
1.5.4,1038,20201,2025,5
1.6.1,2347,20201,2025,5
1.6.2,534,20201,2025,5
1.7.1,398,20201,2025,5
1.7.2,3918,20201,2025,5
1.9.1,5226,20201,2025,5
1.9.2,7210,20201,2025,5
1.10.1,1067,20201,2025,5
1.10.2,1170,20201,2025,5
1.10.3,3072,20201,2025,5
1.12.1,12563,20201,2025,5
1.12.2,1542,20201,2025,5
2.2.1,55,20201,2025,5
2.2.2,10039,20201,2025,5
4.1.1,7045,20201,2025,5
4.1.2,1383,20201,2025,5
4.1.3,402,20201,2025,5
5.2.1,625,20201,2025,5
5.2.2,1655,20201,2025,5
5.2.3,134,20201,2025,5
5.3.1,719,20201,2025,5
5.3.2,1257,20201,2025,5
5.3.3,106,20201,2025,5
5.4.1,440,20201,2025,5
5.4.2,782,20201,2025,5
5.4.3,194,20201,2025,5
7.2.1,0,20201,2025,5
7.2.2,3661,20201,2025,5
7.2.3,31191,20201,2025,5
9.4.1,3668,20201,2025,5
9.4.2,4162,20201,2025,5
9.4.3,1890,20201,2025,5
9.4.4,10477,20201,2025,5
10.1.1,4014,20201,2025,5
10.1.2,4416,20201,2025,5
10.1.3,1058,20201,2025,5
10.1.4,641,20201,2025,5
10.1.5,20795,20201,2025,5
10.3.1,2788,20201,2025,5
10.3.2,0,20201,2025,5
10.3.3,85,20201,2025,5
10.3.4,528,20201,2025,5
10.3.5,164,20201,2025,5
10.3.6,7033,20201,2025,5
10.3.7,2367,20201,2025,5
1.1.1,3522,21201,2025,5
1.1.2,3084,21201,2025,5
1.1.3,1854,21201,2025,5
1.1.4,464,21201,2025,5
1.2.1,3050,21201,2025,5
1.2.2,736,21201,2025,5
1.2.3,487,21201,2025,5
1.2.4,854,21201,2025,5
1.3.1,6538,21201,2025,5
1.3.2,1407,21201,2025,5
1.4.1,1084,21201,2025,5
1.4.2,1574,21201,2025,5
1.4.3,1174,21201,2025,5
1.5.1,5500,21201,2025,5
1.5.2,625,21201,2025,5
1.5.3,979,21201,2025,5
1.5.4,992,21201,2025,5
1.6.1,1897,21201,2025,5
1.6.2,284,21201,2025,5
1.7.1,555,21201,2025,5
1.7.2,3524,21201,2025,5
1.9.1,4995,21201,2025,5
1.9.2,7168,21201,2025,5
1.10.1,1036,21201,2025,5
1.10.2,1100,21201,2025,5
1.10.3,2972,21201,2025,5
1.12.1,16123,21201,2025,5
1.12.2,2476,21201,2025,5
2.2.1,126,21201,2025,5
2.2.2,2546,21201,2025,5
4.1.1,0,21201,2025,5
4.1.2,4214,21201,2025,5
4.1.3,2775,21201,2025,5
5.2.1,708,21201,2025,5
5.2.2,1642,21201,2025,5
5.2.3,379,21201,2025,5
5.3.1,1445,21201,2025,5
5.3.2,2677,21201,2025,5
5.3.3,205,21201,2025,5
5.4.1,318,21201,2025,5
5.4.2,1061,21201,2025,5
5.4.3,136,21201,2025,5
7.2.1,33981,21201,2025,5
7.2.2,621,21201,2025,5
7.2.3,29950,21201,2025,5
9.4.1,0,21201,2025,5
9.4.2,24581,21201,2025,5
9.4.3,4750,21201,2025,5
9.4.4,7417,21201,2025,5
10.1.1,4124,21201,2025,5
10.1.2,5543,21201,2025,5
10.1.3,3119,21201,2025,5
10.1.4,638,21201,2025,5
10.1.5,10043,21201,2025,5
10.3.1,2706,21201,2025,5
10.3.2,88,21201,2025,5
10.3.3,249,21201,2025,5
10.3.4,307,21201,2025,5
10.3.5,114,21201,2025,5
10.3.6,1188,21201,2025,5
10.3.7,2279,21201,2025,5
1.1.1,5060,22100,2025,5
1.1.2,2737,22100,2025,5
1.1.3,1680,22100,2025,5
1.1.4,436,22100,2025,5
1.2.1,2282,22100,2025,5
1.2.2,954,22100,2025,5
1.2.3,607,22100,2025,5
1.2.4,712,22100,2025,5
1.3.1,5746,22100,2025,5
1.3.2,1508,22100,2025,5
1.4.1,914,22100,2025,5
1.4.2,2248,22100,2025,5
1.4.3,805,22100,2025,5
1.5.1,5847,22100,2025,5
1.5.2,582,22100,2025,5
1.5.3,943,22100,2025,5
1.5.4,1093,22100,2025,5
1.6.1,1501,22100,2025,5
1.6.2,112,22100,2025,5
1.7.1,489,22100,2025,5
1.7.2,3215,22100,2025,5
1.9.1,6174,22100,2025,5
1.9.2,6943,22100,2025,5
1.10.1,1132,22100,2025,5
1.10.2,1468,22100,2025,5
1.10.3,2972,22100,2025,5
1.12.1,18387,22100,2025,5
1.12.2,1148,22100,2025,5
2.2.1,115,22100,2025,5
2.2.2,15337,22100,2025,5
4.1.1,1287,22100,2025,5
4.1.2,1638,22100,2025,5
4.1.3,0,22100,2025,5
5.2.1,1567,22100,2025,5
5.2.2,2924,22100,2025,5
5.2.3,730,22100,2025,5
5.3.1,1104,22100,2025,5
5.3.2,2188,22100,2025,5
5.3.3,156,22100,2025,5
5.4.1,354,22100,2025,5
5.4.2,457,22100,2025,5
5.4.3,225,22100,2025,5
7.2.1,0,22100,2025,5
7.2.2,457,22100,2025,5
7.2.3,17029,22100,2025,5
9.4.1,3741,22100,2025,5
9.4.2,1741,22100,2025,5
9.4.3,2874,22100,2025,5
9.4.4,7650,22100,2025,5
10.1.1,3147,22100,2025,5
10.1.2,6180,22100,2025,5
10.1.3,2406,22100,2025,5
10.1.4,1385,22100,2025,5
10.1.5,46429,22100,2025,5
10.3.1,8005,22100,2025,5
10.3.2,155,22100,2025,5
10.3.3,458,22100,2025,5
10.3.4,517,22100,2025,5
10.3.5,492,22100,2025,5
10.3.6,3518,22100,2025,5
10.3.7,4875,22100,2025,5
1.1.1,4211,23100,2025,5
1.1.2,3081,23100,2025,5
1.1.3,1697,23100,2025,5
1.1.4,526,23100,2025,5
1.2.1,2844,23100,2025,5
1.2.2,837,23100,2025,5
1.2.3,504,23100,2025,5
1.2.4,897,23100,2025,5
1.3.1,7285,23100,2025,5
1.3.2,1852,23100,2025,5
1.4.1,1645,23100,2025,5
1.4.2,2499,23100,2025,5
1.4.3,1194,23100,2025,5
1.5.1,6100,23100,2025,5
1.5.2,912,23100,2025,5
1.5.3,1052,23100,2025,5
1.5.4,862,23100,2025,5
1.6.1,2645,23100,2025,5
1.6.2,240,23100,2025,5
1.7.1,473,23100,2025,5
1.7.2,3449,23100,2025,5
1.9.1,5541,23100,2025,5
1.9.2,5964,23100,2025,5
1.10.1,1129,23100,2025,5
1.10.2,1411,23100,2025,5
1.10.3,3041,23100,2025,5
1.12.1,24531,23100,2025,5
1.12.2,1989,23100,2025,5
2.2.1,204,23100,2025,5
2.2.2,8124,23100,2025,5
4.1.1,473,23100,2025,5
4.1.2,14004,23100,2025,5
4.1.3,2311,23100,2025,5
5.2.1,1128,23100,2025,5
5.2.2,1534,23100,2025,5
5.2.3,2036,23100,2025,5
5.3.1,2102,23100,2025,5
5.3.2,1642,23100,2025,5
5.3.3,357,23100,2025,5
5.4.1,306,23100,2025,5
5.4.2,606,23100,2025,5
5.4.3,270,23100,2025,5
7.2.1,0,23100,2025,5
7.2.2,0,23100,2025,5
7.2.3,18022,23100,2025,5
9.4.1,6553,23100,2025,5
9.4.2,0,23100,2025,5
9.4.3,3849,23100,2025,5
9.4.4,12917,23100,2025,5
10.1.1,6917,23100,2025,5
10.1.2,5423,23100,2025,5
10.1.3,8396,23100,2025,5
10.1.4,2238,23100,2025,5
10.1.5,14467,23100,2025,5
10.3.1,4364,23100,2025,5
10.3.2,62,23100,2025,5
10.3.3,662,23100,2025,5
10.3.4,678,23100,2025,5
10.3.5,192,23100,2025,5
10.3.6,1952,23100,2025,5
10.3.7,6526,23100,2025,5
1.1.1,2215,24201,2025,5
1.1.2,3005,24201,2025,5
1.1.3,1649,24201,2025,5
1.1.4,316,24201,2025,5
1.2.1,3335,24201,2025,5
1.2.2,1117,24201,2025,5
1.2.3,748,24201,2025,5
1.2.4,729,24201,2025,5
1.3.1,8064,24201,2025,5
1.3.2,2141,24201,2025,5
1.4.1,1367,24201,2025,5
1.4.2,2125,24201,2025,5
1.4.3,1345,24201,2025,5
1.5.1,5648,24201,2025,5
1.5.2,1040,24201,2025,5
1.5.3,900,24201,2025,5
1.5.4,1113,24201,2025,5
1.6.1,1820,24201,2025,5
1.6.2,437,24201,2025,5
1.7.1,431,24201,2025,5
1.7.2,3399,24201,2025,5
1.9.1,5207,24201,2025,5
1.9.2,6694,24201,2025,5
1.10.1,1780,24201,2025,5
1.10.2,1043,24201,2025,5
1.10.3,3434,24201,2025,5
1.12.1,13465,24201,2025,5
1.12.2,633,24201,2025,5
2.2.1,139,24201,2025,5
2.2.2,3038,24201,2025,5
4.1.1,2609,24201,2025,5
4.1.2,0,24201,2025,5
4.1.3,0,24201,2025,5
5.2.1,1099,24201,2025,5
5.2.2,2087,24201,2025,5
5.2.3,487,24201,2025,5
5.3.1,575,24201,2025,5
5.3.2,1262,24201,2025,5
5.3.3,0,24201,2025,5
5.4.1,360,24201,2025,5
5.4.2,964,24201,2025,5
5.4.3,40,24201,2025,5
7.2.1,0,24201,2025,5
7.2.2,0,24201,2025,5
7.2.3,16972,24201,2025,5
9.4.1,3713,24201,2025,5
9.4.2,1265,24201,2025,5
9.4.3,1837,24201,2025,5
9.4.4,8861,24201,2025,5
10.1.1,3988,24201,2025,5
10.1.2,4840,24201,2025,5
10.1.3,771,24201,2025,5
10.1.4,848,24201,2025,5
10.1.5,16840,24201,2025,5
10.3.1,7886,24201,2025,5
10.3.2,146,24201,2025,5
10.3.3,381,24201,2025,5
10.3.4,4549,24201,2025,5
10.3.5,1638,24201,2025,5
10.3.6,4052,24201,2025,5
10.3.7,2892,24201,2025,5
1.1.1,3214,25201,2025,5
1.1.2,3069,25201,2025,5
1.1.3,1725,25201,2025,5
1.1.4,827,25201,2025,5
1.2.1,2477,25201,2025,5
1.2.2,948,25201,2025,5
1.2.3,454,25201,2025,5
1.2.4,774,25201,2025,5
1.3.1,8773,25201,2025,5
1.3.2,1897,25201,2025,5
1.4.1,1554,25201,2025,5
1.4.2,2421,25201,2025,5
1.4.3,1291,25201,2025,5
1.5.1,5996,25201,2025,5
1.5.2,591,25201,2025,5
1.5.3,1083,25201,2025,5
1.5.4,901,25201,2025,5
1.6.1,1854,25201,2025,5
1.6.2,269,25201,2025,5
1.7.1,386,25201,2025,5
1.7.2,3758,25201,2025,5
1.9.1,5986,25201,2025,5
1.9.2,6621,25201,2025,5
1.10.1,884,25201,2025,5
1.10.2,1598,25201,2025,5
1.10.3,3730,25201,2025,5
1.12.1,18725,25201,2025,5
1.12.2,1095,25201,2025,5
2.2.1,506,25201,2025,5
2.2.2,22274,25201,2025,5
4.1.1,2997,25201,2025,5
4.1.2,4108,25201,2025,5
4.1.3,0,25201,2025,5
5.2.1,1267,25201,2025,5
5.2.2,2943,25201,2025,5
5.2.3,236,25201,2025,5
5.3.1,442,25201,2025,5
5.3.2,2055,25201,2025,5
5.3.3,364,25201,2025,5
5.4.1,309,25201,2025,5
5.4.2,1902,25201,2025,5
5.4.3,257,25201,2025,5
7.2.1,0,25201,2025,5
7.2.2,560,25201,2025,5
7.2.3,22978,25201,2025,5
9.4.1,4621,25201,2025,5
9.4.2,1620,25201,2025,5
9.4.3,2465,25201,2025,5
9.4.4,10088,25201,2025,5
10.1.1,3996,25201,2025,5
10.1.2,7401,25201,2025,5
10.1.3,1583,25201,2025,5
10.1.4,2100,25201,2025,5
10.1.5,17322,25201,2025,5
10.3.1,4757,25201,2025,5
10.3.2,16,25201,2025,5
10.3.3,235,25201,2025,5
10.3.4,1827,25201,2025,5
10.3.5,1770,25201,2025,5
10.3.6,6675,25201,2025,5
10.3.7,7081,25201,2025,5
1.1.1,5436,26100,2025,5
1.1.2,3848,26100,2025,5
1.1.3,2168,26100,2025,5
1.1.4,731,26100,2025,5
1.2.1,3471,26100,2025,5
1.2.2,1011,26100,2025,5
1.2.3,907,26100,2025,5
1.2.4,866,26100,2025,5
1.3.1,10168,26100,2025,5
1.3.2,2573,26100,2025,5
1.4.1,1335,26100,2025,5
1.4.2,2088,26100,2025,5
1.4.3,1389,26100,2025,5
1.5.1,6956,26100,2025,5
1.5.2,938,26100,2025,5
1.5.3,1091,26100,2025,5
1.5.4,1195,26100,2025,5
1.6.1,2390,26100,2025,5
1.6.2,196,26100,2025,5
1.7.1,635,26100,2025,5
1.7.2,4132,26100,2025,5
1.9.1,4794,26100,2025,5
1.9.2,7773,26100,2025,5
1.10.1,957,26100,2025,5
1.10.2,1906,26100,2025,5
1.10.3,3032,26100,2025,5
1.12.1,15327,26100,2025,5
1.12.2,888,26100,2025,5
2.2.1,149,26100,2025,5
2.2.2,2864,26100,2025,5
4.1.1,76,26100,2025,5
4.1.2,0,26100,2025,5
4.1.3,0,26100,2025,5
5.2.1,460,26100,2025,5
5.2.2,859,26100,2025,5
5.2.3,893,26100,2025,5
5.3.1,742,26100,2025,5
5.3.2,772,26100,2025,5
5.3.3,104,26100,2025,5
5.4.1,112,26100,2025,5
5.4.2,280,26100,2025,5
5.4.3,0,26100,2025,5
7.2.1,0,26100,2025,5
7.2.2,0,26100,2025,5
7.2.3,11434,26100,2025,5
9.4.1,0,26100,2025,5
9.4.2,0,26100,2025,5
9.4.3,799,26100,2025,5
9.4.4,6422,26100,2025,5
10.1.1,2964,26100,2025,5
10.1.2,4163,26100,2025,5
10.1.3,13983,26100,2025,5
10.1.4,1384,26100,2025,5
10.1.5,30568,26100,2025,5
10.3.1,3023,26100,2025,5
10.3.2,479,26100,2025,5
10.3.3,390,26100,2025,5
10.3.4,445,26100,2025,5
10.3.5,47,26100,2025,5
10.3.6,2022,26100,2025,5
10.3.7,670,26100,2025,5
1.1.1,4495,27100,2025,5
1.1.2,3410,27100,2025,5
1.1.3,2010,27100,2025,5
1.1.4,839,27100,2025,5
1.2.1,2796,27100,2025,5
1.2.2,1035,27100,2025,5
1.2.3,664,27100,2025,5
1.2.4,786,27100,2025,5
1.3.1,8715,27100,2025,5
1.3.2,1452,27100,2025,5
1.4.1,1243,27100,2025,5
1.4.2,2232,27100,2025,5
1.4.3,1242,27100,2025,5
1.5.1,6458,27100,2025,5
1.5.2,702,27100,2025,5
1.5.3,964,27100,2025,5
1.5.4,1002,27100,2025,5
1.6.1,2340,27100,2025,5
1.6.2,251,27100,2025,5
1.7.1,311,27100,2025,5
1.7.2,3393,27100,2025,5
1.9.1,6051,27100,2025,5
1.9.2,8129,27100,2025,5
1.10.1,911,27100,2025,5
1.10.2,1250,27100,2025,5
1.10.3,3514,27100,2025,5
1.12.1,17307,27100,2025,5
1.12.2,91,27100,2025,5
2.2.1,327,27100,2025,5
2.2.2,4766,27100,2025,5
4.1.1,219,27100,2025,5
4.1.2,156,27100,2025,5
4.1.3,388,27100,2025,5
5.2.1,1198,27100,2025,5
5.2.2,2588,27100,2025,5
5.2.3,835,27100,2025,5
5.3.1,1256,27100,2025,5
5.3.2,1307,27100,2025,5
5.3.3,659,27100,2025,5
5.4.1,265,27100,2025,5
5.4.2,1134,27100,2025,5
5.4.3,313,27100,2025,5
7.2.1,0,27100,2025,5
7.2.2,334,27100,2025,5
7.2.3,16351,27100,2025,5
9.4.1,652,27100,2025,5
9.4.2,361,27100,2025,5
9.4.3,1972,27100,2025,5
9.4.4,12015,27100,2025,5
10.1.1,3006,27100,2025,5
10.1.2,5549,27100,2025,5
10.1.3,2969,27100,2025,5
10.1.4,990,27100,2025,5
10.1.5,9249,27100,2025,5
10.3.1,3842,27100,2025,5
10.3.2,385,27100,2025,5
10.3.3,319,27100,2025,5
10.3.4,755,27100,2025,5
10.3.5,682,27100,2025,5
10.3.6,2323,27100,2025,5
10.3.7,4623,27100,2025,5
1.1.1,5422,28100,2025,5
1.1.2,3578,28100,2025,5
1.1.3,1848,28100,2025,5
1.1.4,727,28100,2025,5
1.2.1,3303,28100,2025,5
1.2.2,1226,28100,2025,5
1.2.3,629,28100,2025,5
1.2.4,498,28100,2025,5
1.3.1,8428,28100,2025,5
1.3.2,1626,28100,2025,5
1.4.1,1370,28100,2025,5
1.4.2,2117,28100,2025,5
1.4.3,1518,28100,2025,5
1.5.1,6159,28100,2025,5
1.5.2,659,28100,2025,5
1.5.3,834,28100,2025,5
1.5.4,938,28100,2025,5
1.6.1,2291,28100,2025,5
1.6.2,387,28100,2025,5
1.7.1,361,28100,2025,5
1.7.2,3552,28100,2025,5
1.9.1,4450,28100,2025,5
1.9.2,5430,28100,2025,5
1.10.1,996,28100,2025,5
1.10.2,1160,28100,2025,5
1.10.3,2815,28100,2025,5
1.12.1,16159,28100,2025,5
1.12.2,91,28100,2025,5
2.2.1,558,28100,2025,5
2.2.2,1533,28100,2025,5
4.1.1,1251,28100,2025,5
4.1.2,112,28100,2025,5
4.1.3,1181,28100,2025,5
