分類コード,金額,地域コード,年,月
1.9.1,6469,42201,2025,5
1.9.2,7516,42201,2025,5
1.10.1,944,42201,2025,5
1.10.2,977,42201,2025,5
1.10.3,4091,42201,2025,5
1.12.1,12366,42201,2025,5
1.12.2,938,42201,2025,5
2.2.1,641,42201,2025,5
2.2.2,0,42201,2025,5
4.1.1,2341,42201,2025,5
4.1.2,1216,42201,2025,5
4.1.3,0,42201,2025,5
5.2.1,368,42201,2025,5
5.2.2,2117,42201,2025,5
5.2.3,280,42201,2025,5
5.3.1,1625,42201,2025,5
5.3.2,2047,42201,2025,5
5.3.3,523,42201,2025,5
5.4.1,576,42201,2025,5
5.4.2,727,42201,2025,5
5.4.3,93,42201,2025,5
7.2.1,0,42201,2025,5
7.2.2,0,42201,2025,5
7.2.3,20660,42201,2025,5
9.4.1,1842,42201,2025,5
9.4.2,48,42201,2025,5
9.4.3,1157,42201,2025,5
9.4.4,6278,42201,2025,5
10.1.1,1676,42201,2025,5
10.1.2,4698,42201,2025,5
10.1.3,734,42201,2025,5
10.1.4,1438,42201,2025,5
10.1.5,13333,42201,2025,5
10.3.1,4566,42201,2025,5
10.3.2,8,42201,2025,5
10.3.3,950,42201,2025,5
10.3.4,348,42201,2025,5
10.3.5,262,42201,2025,5
10.3.6,4472,42201,2025,5
10.3.7,4366,42201,2025,5
1.1.1,2864,43100,2025,5
1.1.2,2768,43100,2025,5
1.1.3,1740,43100,2025,5
1.1.4,498,43100,2025,5
1.2.1,3047,43100,2025,5
1.2.2,1186,43100,2025,5
1.2.3,439,43100,2025,5
1.2.4,633,43100,2025,5
1.3.1,8459,43100,2025,5
1.3.2,1566,43100,2025,5
1.4.1,1503,43100,2025,5
1.4.2,2033,43100,2025,5
1.4.3,1424,43100,2025,5
1.5.1,5595,43100,2025,5
1.5.2,708,43100,2025,5
1.5.3,1358,43100,2025,5
1.5.4,850,43100,2025,5
1.6.1,1619,43100,2025,5
1.6.2,421,43100,2025,5
1.7.1,429,43100,2025,5
1.7.2,4059,43100,2025,5
1.9.1,4812,43100,2025,5
1.9.2,6263,43100,2025,5
1.10.1,980,43100,2025,5
1.10.2,1167,43100,2025,5
1.10.3,3457,43100,2025,5
1.12.1,21401,43100,2025,5
1.12.2,1285,43100,2025,5
2.2.1,241,43100,2025,5
2.2.2,3664,43100,2025,5
4.1.1,284,43100,2025,5
4.1.2,2710,43100,2025,5
4.1.3,90,43100,2025,5
5.2.1,1547,43100,2025,5
5.2.2,1751,43100,2025,5
5.2.3,895,43100,2025,5
5.3.1,1866,43100,2025,5
5.3.2,1624,43100,2025,5
5.3.3,759,43100,2025,5
5.4.1,597,43100,2025,5
5.4.2,773,43100,2025,5
5.4.3,126,43100,2025,5
7.2.1,0,43100,2025,5
7.2.2,0,43100,2025,5
7.2.3,17585,43100,2025,5
9.4.1,2464,43100,2025,5
9.4.2,325,43100,2025,5
9.4.3,5646,43100,2025,5
9.4.4,10121,43100,2025,5
10.1.1,2148,43100,2025,5
10.1.2,5755,43100,2025,5
10.1.3,1025,43100,2025,5
10.1.4,3298,43100,2025,5
10.1.5,15361,43100,2025,5
10.3.1,3739,43100,2025,5
10.3.2,15,43100,2025,5
10.3.3,415,43100,2025,5
10.3.4,648,43100,2025,5
10.3.5,470,43100,2025,5
10.3.6,3532,43100,2025,5
10.3.7,7278,43100,2025,5
1.1.1,1773,44201,2025,5
1.1.2,2275,44201,2025,5
1.1.3,1834,44201,2025,5
1.1.4,353,44201,2025,5
1.2.1,2144,44201,2025,5
1.2.2,631,44201,2025,5
1.2.3,376,44201,2025,5
1.2.4,693,44201,2025,5
1.3.1,8026,44201,2025,5
1.3.2,1508,44201,2025,5
1.4.1,729,44201,2025,5
1.4.2,1466,44201,2025,5
1.4.3,1090,44201,2025,5
1.5.1,4821,44201,2025,5
1.5.2,457,44201,2025,5
1.5.3,1034,44201,2025,5
1.5.4,644,44201,2025,5
1.6.1,1299,44201,2025,5
1.6.2,569,44201,2025,5
1.7.1,400,44201,2025,5
1.7.2,3351,44201,2025,5
1.9.1,3987,44201,2025,5
1.9.2,6154,44201,2025,5
1.10.1,836,44201,2025,5
1.10.2,904,44201,2025,5
1.10.3,3066,44201,2025,5
1.12.1,16174,44201,2025,5
1.12.2,438,44201,2025,5
2.2.1,65,44201,2025,5
2.2.2,1357,44201,2025,5
4.1.1,1526,44201,2025,5
4.1.2,1981,44201,2025,5
4.1.3,390,44201,2025,5
5.2.1,933,44201,2025,5
5.2.2,5469,44201,2025,5
5.2.3,229,44201,2025,5
5.3.1,1532,44201,2025,5
5.3.2,1669,44201,2025,5
5.3.3,175,44201,2025,5
5.4.1,308,44201,2025,5
5.4.2,585,44201,2025,5
5.4.3,190,44201,2025,5
7.2.1,0,44201,2025,5
7.2.2,0,44201,2025,5
7.2.3,20478,44201,2025,5
9.4.1,1906,44201,2025,5
9.4.2,2544,44201,2025,5
9.4.3,5767,44201,2025,5
9.4.4,9271,44201,2025,5
10.1.1,4520,44201,2025,5
10.1.2,5902,44201,2025,5
10.1.3,1264,44201,2025,5
10.1.4,1099,44201,2025,5
10.1.5,20898,44201,2025,5
10.3.1,4575,44201,2025,5
10.3.2,389,44201,2025,5
10.3.3,620,44201,2025,5
10.3.4,2102,44201,2025,5
10.3.5,1269,44201,2025,5
10.3.6,3721,44201,2025,5
10.3.7,7564,44201,2025,5
1.1.1,4074,45201,2025,5
1.1.2,2993,45201,2025,5
1.1.3,1572,45201,2025,5
1.1.4,736,45201,2025,5
1.2.1,2822,45201,2025,5
1.2.2,525,45201,2025,5
1.2.3,635,45201,2025,5
1.2.4,602,45201,2025,5
1.3.1,7101,45201,2025,5
1.3.2,1537,45201,2025,5
1.4.1,1163,45201,2025,5
1.4.2,1911,45201,2025,5
1.4.3,800,45201,2025,5
1.5.1,5153,45201,2025,5
1.5.2,662,45201,2025,5
1.5.3,961,45201,2025,5
1.5.4,1367,45201,2025,5
1.6.1,2423,45201,2025,5
1.6.2,425,45201,2025,5
1.7.1,342,45201,2025,5
1.7.2,4230,45201,2025,5
1.9.1,7154,45201,2025,5
1.9.2,9257,45201,2025,5
1.10.1,1189,45201,2025,5
1.10.2,1363,45201,2025,5
1.10.3,4124,45201,2025,5
1.12.1,15198,45201,2025,5
1.12.2,1701,45201,2025,5
2.2.1,4450,45201,2025,5
2.2.2,971,45201,2025,5
4.1.1,2949,45201,2025,5
4.1.2,582,45201,2025,5
4.1.3,0,45201,2025,5
5.2.1,820,45201,2025,5
5.2.2,2634,45201,2025,5
5.2.3,611,45201,2025,5
5.3.1,387,45201,2025,5
5.3.2,1568,45201,2025,5
5.3.3,415,45201,2025,5
5.4.1,342,45201,2025,5
5.4.2,926,45201,2025,5
5.4.3,305,45201,2025,5
7.2.1,0,45201,2025,5
7.2.2,0,45201,2025,5
7.2.3,12314,45201,2025,5
9.4.1,736,45201,2025,5
9.4.2,4540,45201,2025,5
9.4.3,2630,45201,2025,5
9.4.4,12578,45201,2025,5
10.1.1,2777,45201,2025,5
10.1.2,4038,45201,2025,5
10.1.3,2232,45201,2025,5
10.1.4,1282,45201,2025,5
10.1.5,21157,45201,2025,5
10.3.1,6468,45201,2025,5
10.3.2,25,45201,2025,5
10.3.3,304,45201,2025,5
10.3.4,352,45201,2025,5
10.3.5,175,45201,2025,5
10.3.6,2275,45201,2025,5
10.3.7,5076,45201,2025,5
1.1.1,2018,46201,2025,5
1.1.2,3179,46201,2025,5
1.1.3,1657,46201,2025,5
1.1.4,367,46201,2025,5
1.2.1,2535,46201,2025,5
1.2.2,509,46201,2025,5
1.2.3,609,46201,2025,5
1.2.4,538,46201,2025,5
1.3.1,7420,46201,2025,5
1.3.2,1253,46201,2025,5
1.4.1,1247,46201,2025,5
1.4.2,1744,46201,2025,5
1.4.3,1250,46201,2025,5
1.5.1,5034,46201,2025,5
1.5.2,635,46201,2025,5
1.5.3,975,46201,2025,5
1.5.4,644,46201,2025,5
1.6.1,1767,46201,2025,5
1.6.2,177,46201,2025,5
1.7.1,385,46201,2025,5
1.7.2,3578,46201,2025,5
1.9.1,5724,46201,2025,5
1.9.2,6106,46201,2025,5
1.10.1,1272,46201,2025,5
1.10.2,1626,46201,2025,5
1.10.3,3176,46201,2025,5
1.12.1,14765,46201,2025,5
1.12.2,3320,46201,2025,5
2.2.1,303,46201,2025,5
2.2.2,462,46201,2025,5
4.1.1,2108,46201,2025,5
4.1.2,0,46201,2025,5
4.1.3,0,46201,2025,5
5.2.1,1602,46201,2025,5
5.2.2,2878,46201,2025,5
5.2.3,904,46201,2025,5
5.3.1,1711,46201,2025,5
5.3.2,1801,46201,2025,5
5.3.3,406,46201,2025,5
5.4.1,324,46201,2025,5
5.4.2,716,46201,2025,5
5.4.3,313,46201,2025,5
7.2.1,0,46201,2025,5
7.2.2,0,46201,2025,5
7.2.3,26776,46201,2025,5
9.4.1,940,46201,2025,5
9.4.2,1671,46201,2025,5
9.4.3,2398,46201,2025,5
9.4.4,8536,46201,2025,5
10.1.1,3849,46201,2025,5
10.1.2,4903,46201,2025,5
10.1.3,3960,46201,2025,5
10.1.4,1468,46201,2025,5
10.1.5,38576,46201,2025,5
10.3.1,5326,46201,2025,5
10.3.2,174,46201,2025,5
10.3.3,362,46201,2025,5
10.3.4,830,46201,2025,5
10.3.5,272,46201,2025,5
10.3.6,3058,46201,2025,5
10.3.7,3773,46201,2025,5
1.1.1,5001,47201,2025,5
1.1.2,2772,47201,2025,5
1.1.3,1636,47201,2025,5
1.1.4,413,47201,2025,5
1.2.1,2072,47201,2025,5
1.2.2,353,47201,2025,5
1.2.3,328,47201,2025,5
1.2.4,714,47201,2025,5
1.3.1,5961,47201,2025,5
1.3.2,1513,47201,2025,5
1.4.1,1017,47201,2025,5
1.4.2,1426,47201,2025,5
1.4.3,913,47201,2025,5
1.5.1,4896,47201,2025,5
1.5.2,483,47201,2025,5
1.5.3,920,47201,2025,5
1.5.4,588,47201,2025,5
1.6.1,1510,47201,2025,5
1.6.2,167,47201,2025,5
1.7.1,365,47201,2025,5
1.7.2,3255,47201,2025,5
1.9.1,5753,47201,2025,5
1.9.2,7291,47201,2025,5
1.10.1,1183,47201,2025,5
1.10.2,1328,47201,2025,5
1.10.3,3837,47201,2025,5
1.12.1,16103,47201,2025,5
1.12.2,1584,47201,2025,5
2.2.1,9604,47201,2025,5
2.2.2,13797,47201,2025,5
4.1.1,1465,47201,2025,5
4.1.2,390,47201,2025,5
4.1.3,454,47201,2025,5
5.2.1,775,47201,2025,5
5.2.2,1201,47201,2025,5
5.2.3,227,47201,2025,5
5.3.1,785,47201,2025,5
5.3.2,1268,47201,2025,5
5.3.3,23,47201,2025,5
5.4.1,270,47201,2025,5
5.4.2,174,47201,2025,5
5.4.3,35,47201,2025,5
7.2.1,0,47201,2025,5
7.2.2,0,47201,2025,5
7.2.3,12895,47201,2025,5
9.4.1,3305,47201,2025,5
9.4.2,76,47201,2025,5
9.4.3,1079,47201,2025,5
9.4.4,7509,47201,2025,5
10.1.1,2909,47201,2025,5
10.1.2,3661,47201,2025,5
10.1.3,902,47201,2025,5
10.1.4,1445,47201,2025,5
10.1.5,11044,47201,2025,5
10.3.1,3009,47201,2025,5
10.3.2,15,47201,2025,5
10.3.3,532,47201,2025,5
10.3.4,317,47201,2025,5
10.3.5,561,47201,2025,5
10.3.6,4595,47201,2025,5
10.3.7,3426,47201,2025,5
1.1.1,3207,14130,2025,5
1.1.2,2866,14130,2025,5
1.1.3,2550,14130,2025,5
1.1.4,451,14130,2025,5
1.2.1,2938,14130,2025,5
1.2.2,1065,14130,2025,5
1.2.3,609,14130,2025,5
1.2.4,899,14130,2025,5
1.3.1,8695,14130,2025,5
1.3.2,2313,14130,2025,5
1.4.1,1317,14130,2025,5
1.4.2,2634,14130,2025,5
1.4.3,1143,14130,2025,5
1.5.1,7449,14130,2025,5
1.5.2,598,14130,2025,5
1.5.3,1092,14130,2025,5
1.5.4,1154,14130,2025,5
1.6.1,2102,14130,2025,5
1.6.2,633,14130,2025,5
1.7.1,572,14130,2025,5
1.7.2,4226,14130,2025,5
1.9.1,5874,14130,2025,5
1.9.2,9338,14130,2025,5
1.10.1,1578,14130,2025,5
1.10.2,1439,14130,2025,5
1.10.3,4525,14130,2025,5
1.12.1,18667,14130,2025,5
1.12.2,137,14130,2025,5
2.2.1,116,14130,2025,5
2.2.2,1963,14130,2025,5
4.1.1,1059,14130,2025,5
4.1.2,1052,14130,2025,5
4.1.3,170,14130,2025,5
5.2.1,1778,14130,2025,5
5.2.2,3898,14130,2025,5
5.2.3,475,14130,2025,5
5.3.1,1166,14130,2025,5
5.3.2,1329,14130,2025,5
5.3.3,289,14130,2025,5
5.4.1,186,14130,2025,5
5.4.2,667,14130,2025,5
5.4.3,75,14130,2025,5
7.2.1,0,14130,2025,5
7.2.2,612,14130,2025,5
7.2.3,10861,14130,2025,5
9.4.1,7839,14130,2025,5
9.4.2,14936,14130,2025,5
9.4.3,3152,14130,2025,5
9.4.4,10972,14130,2025,5
10.1.1,2480,14130,2025,5
10.1.2,6987,14130,2025,5
10.1.3,1931,14130,2025,5
10.1.4,1755,14130,2025,5
10.1.5,11058,14130,2025,5
10.3.1,4483,14130,2025,5
10.3.2,357,14130,2025,5
10.3.3,942,14130,2025,5
10.3.4,768,14130,2025,5
10.3.5,1151,14130,2025,5
10.3.6,1889,14130,2025,5
10.3.7,6407,14130,2025,5
1.1.1,2607,14150,2025,5
1.1.2,3677,14150,2025,5
1.1.3,1794,14150,2025,5
1.1.4,575,14150,2025,5
1.2.1,3018,14150,2025,5
1.2.2,1177,14150,2025,5
1.2.3,422,14150,2025,5
1.2.4,763,14150,2025,5
1.3.1,7166,14150,2025,5
1.3.2,1512,14150,2025,5
1.4.1,1790,14150,2025,5
1.4.2,2525,14150,2025,5
1.4.3,1325,14150,2025,5
1.5.1,6252,14150,2025,5
1.5.2,703,14150,2025,5
1.5.3,1033,14150,2025,5
1.5.4,842,14150,2025,5
1.6.1,2814,14150,2025,5
1.6.2,281,14150,2025,5
1.7.1,430,14150,2025,5
1.7.2,3370,14150,2025,5
1.9.1,6504,14150,2025,5
1.9.2,6499,14150,2025,5
1.10.1,832,14150,2025,5
1.10.2,842,14150,2025,5
1.10.3,2692,14150,2025,5
1.12.1,19105,14150,2025,5
1.12.2,712,14150,2025,5
2.2.1,313,14150,2025,5
2.2.2,3464,14150,2025,5
4.1.1,760,14150,2025,5
4.1.2,7707,14150,2025,5
4.1.3,0,14150,2025,5
5.2.1,576,14150,2025,5
5.2.2,1206,14150,2025,5
5.2.3,151,14150,2025,5
5.3.1,1451,14150,2025,5
5.3.2,1102,14150,2025,5
5.3.3,116,14150,2025,5
5.4.1,230,14150,2025,5
5.4.2,493,14150,2025,5
5.4.3,220,14150,2025,5
7.2.1,0,14150,2025,5
7.2.2,771,14150,2025,5
7.2.3,11133,14150,2025,5
9.4.1,4343,14150,2025,5
9.4.2,624,14150,2025,5
9.4.3,3413,14150,2025,5
9.4.4,13301,14150,2025,5
10.1.1,3297,14150,2025,5
10.1.2,4972,14150,2025,5
10.1.3,1930,14150,2025,5
10.1.4,1629,14150,2025,5
10.1.5,13444,14150,2025,5
10.3.1,4488,14150,2025,5
10.3.2,41,14150,2025,5
10.3.3,276,14150,2025,5
10.3.4,434,14150,2025,5
10.3.5,469,14150,2025,5
10.3.6,2162,14150,2025,5
10.3.7,3262,14150,2025,5
1.1.1,4721,22130,2025,5
1.1.2,3210,22130,2025,5
1.1.3,1835,22130,2025,5
1.1.4,626,22130,2025,5
1.2.1,2155,22130,2025,5
1.2.2,665,22130,2025,5
1.2.3,687,22130,2025,5
1.2.4,852,22130,2025,5
1.3.1,7039,22130,2025,5
1.3.2,1692,22130,2025,5
1.4.1,1179,22130,2025,5
1.4.2,2181,22130,2025,5
1.4.3,1139,22130,2025,5
1.5.1,5958,22130,2025,5
1.5.2,804,22130,2025,5
1.5.3,1216,22130,2025,5
1.5.4,950,22130,2025,5
1.6.1,2028,22130,2025,5
1.6.2,301,22130,2025,5
1.7.1,449,22130,2025,5
1.7.2,3961,22130,2025,5
1.9.1,5987,22130,2025,5
1.9.2,6713,22130,2025,5
1.10.1,1016,22130,2025,5
1.10.2,1205,22130,2025,5
1.10.3,3112,22130,2025,5
1.12.1,16485,22130,2025,5
1.12.2,2138,22130,2025,5
2.2.1,45,22130,2025,5
2.2.2,4090,22130,2025,5
4.1.1,0,22130,2025,5
4.1.2,7079,22130,2025,5
4.1.3,391,22130,2025,5
5.2.1,572,22130,2025,5
5.2.2,723,22130,2025,5
5.2.3,554,22130,2025,5
5.3.1,1172,22130,2025,5
5.3.2,1463,22130,2025,5
5.3.3,626,22130,2025,5
5.4.1,137,22130,2025,5
5.4.2,609,22130,2025,5
5.4.3,319,22130,2025,5
7.2.1,23317,22130,2025,5
7.2.2,0,22130,2025,5
7.2.3,28234,22130,2025,5
9.4.1,182,22130,2025,5
9.4.2,209,22130,2025,5
9.4.3,2571,22130,2025,5
9.4.4,9197,22130,2025,5
10.1.1,3740,22130,2025,5
10.1.2,4555,22130,2025,5
10.1.3,1235,22130,2025,5
10.1.4,451,22130,2025,5
10.1.5,12046,22130,2025,5
10.3.1,3453,22130,2025,5
10.3.2,2370,22130,2025,5
10.3.3,152,22130,2025,5
10.3.4,452,22130,2025,5
10.3.5,352,22130,2025,5
10.3.6,1229,22130,2025,5
10.3.7,1929,22130,2025,5
1.1.1,4541,27140,2025,5
1.1.2,3408,27140,2025,5
1.1.3,2608,27140,2025,5
1.1.4,526,27140,2025,5
1.2.1,3620,27140,2025,5
1.2.2,1000,27140,2025,5
1.2.3,356,27140,2025,5
1.2.4,544,27140,2025,5
1.3.1,10587,27140,2025,5
1.3.2,1830,27140,2025,5
1.4.1,1079,27140,2025,5
1.4.2,1509,27140,2025,5
1.4.3,1475,27140,2025,5
1.5.1,5844,27140,2025,5
1.5.2,636,27140,2025,5
1.5.3,957,27140,2025,5
1.5.4,877,27140,2025,5
1.6.1,1925,27140,2025,5
1.6.2,279,27140,2025,5
1.7.1,387,27140,2025,5
1.7.2,3881,27140,2025,5
1.9.1,5964,27140,2025,5
1.9.2,8644,27140,2025,5
1.10.1,1165,27140,2025,5
1.10.2,1223,27140,2025,5
1.10.3,3779,27140,2025,5
1.12.1,17486,27140,2025,5
1.12.2,558,27140,2025,5
2.2.1,3472,27140,2025,5
2.2.2,212,27140,2025,5
4.1.1,0,27140,2025,5
4.1.2,0,27140,2025,5
4.1.3,1766,27140,2025,5
5.2.1,2485,27140,2025,5
5.2.2,2225,27140,2025,5
5.2.3,258,27140,2025,5
5.3.1,458,27140,2025,5
5.3.2,1164,27140,2025,5
5.3.3,483,27140,2025,5
5.4.1,681,27140,2025,5
5.4.2,483,27140,2025,5
5.4.3,182,27140,2025,5
7.2.1,0,27140,2025,5
7.2.2,3325,27140,2025,5
7.2.3,17983,27140,2025,5
9.4.1,0,27140,2025,5
9.4.2,623,27140,2025,5
9.4.3,5362,27140,2025,5
9.4.4,13905,27140,2025,5
10.1.1,4942,27140,2025,5
10.1.2,6260,27140,2025,5
10.1.3,1839,27140,2025,5
10.1.4,1727,27140,2025,5
10.1.5,12931,27140,2025,5
10.3.1,3814,27140,2025,5
10.3.2,73,27140,2025,5
10.3.3,373,27140,2025,5
10.3.4,2240,27140,2025,5
10.3.5,263,27140,2025,5
10.3.6,847,27140,2025,5
10.3.7,4037,27140,2025,5
1.1.1,3851,40100,2025,5
1.1.2,2158,40100,2025,5
1.1.3,1540,40100,2025,5
1.1.4,310,40100,2025,5
1.2.1,2095,40100,2025,5
1.2.2,680,40100,2025,5
1.2.3,433,40100,2025,5
1.2.4,628,40100,2025,5
1.3.1,7088,40100,2025,5
1.3.2,1133,40100,2025,5
1.4.1,1035,40100,2025,5
1.4.2,1197,40100,2025,5
1.4.3,1064,40100,2025,5
1.5.1,5343,40100,2025,5
1.5.2,574,40100,2025,5
1.5.3,861,40100,2025,5
1.5.4,770,40100,2025,5
1.6.1,1497,40100,2025,5
1.6.2,306,40100,2025,5
1.7.1,422,40100,2025,5
1.7.2,4196,40100,2025,5
1.9.1,4857,40100,2025,5
1.9.2,6426,40100,2025,5
1.10.1,859,40100,2025,5
1.10.2,1167,40100,2025,5
1.10.3,2376,40100,2025,5
1.12.1,12459,40100,2025,5
1.12.2,850,40100,2025,5
2.2.1,80,40100,2025,5
2.2.2,712,40100,2025,5
4.1.1,2207,40100,2025,5
4.1.2,0,40100,2025,5
4.1.3,0,40100,2025,5
5.2.1,897,40100,2025,5
5.2.2,1639,40100,2025,5
5.2.3,243,40100,2025,5
5.3.1,576,40100,2025,5
5.3.2,1616,40100,2025,5
5.3.3,133,40100,2025,5
5.4.1,295,40100,2025,5
5.4.2,436,40100,2025,5
5.4.3,172,40100,2025,5
7.2.1,0,40100,2025,5
7.2.2,0,40100,2025,5
7.2.3,25002,40100,2025,5
9.4.1,4740,40100,2025,5
9.4.2,420,40100,2025,5
9.4.3,2049,40100,2025,5
9.4.4,7098,40100,2025,5
10.1.1,3141,40100,2025,5
10.1.2,5419,40100,2025,5
10.1.3,1130,40100,2025,5
10.1.4,2053,40100,2025,5
10.1.5,11089,40100,2025,5
10.3.1,1368,40100,2025,5
10.3.2,405,40100,2025,5
10.3.3,131,40100,2025,5
10.3.4,153,40100,2025,5
10.3.5,18,40100,2025,5
10.3.6,3791,40100,2025,5
10.3.7,3591,40100,2025,5
